latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
48.16186,35.80545,367,0.32,0.55,29/10/2021,1110,N20,VIIRS,h,2,290.75,6.68,D,0
48.89548,35.74109,367,0.33,0.55,29/10/2021,1111,N20,VIIRS,h,2,300.61,22.32,D,0
48.96578,35.76007,367,0.33,0.55,29/10/2021,1111,N20,VIIRS,h,2,292.51,5.82,D,0
49.4499,35.6861,367,0.33,0.55,29/10/2021,1111,N20,VIIRS,h,2,290.12,56.93,D,0
49.67139,35.59121,367,0.32,0.55,29/10/2021,1111,N20,VIIRS,h,2,292.75,8.59,D,0
48.5196,25.81112,367,0.38,0.59,29/10/2021,2325,N20,VIIRS,h,2,281.59,7.98,N,0
48.51885,25.81327,367,0.38,0.59,29/10/2021,2325,N20,VIIRS,h,2,282.64,8.3,N,0
47.50058,38.05527,367,0.44,0.62,30/10/2021,911,N20,VIIRS,h,2,291.97,18.5,D,0
47.92521,39.54467,367,0.37,0.58,30/10/2021,911,N20,VIIRS,h,2,291.95,4.33,D,0
48.62104,36.25979,367,0.42,0.45,30/10/2021,1052,N20,VIIRS,h,2,292.67,13.62,D,0
48.90158,35.73001,367,0.4,0.44,30/10/2021,1052,N20,VIIRS,h,2,292.78,9.56,D,0
48.45358,39.70923,367,0.59,0.53,30/10/2021,1052,N20,VIIRS,h,2,292.59,17.79,D,0
48.49754,36.44643,367,0.74,0.76,31/10/2021,853,N20,VIIRS,h,2,293.87,56.6,D,0
47.85446,36.48197,367,0.78,0.78,31/10/2021,853,N20,VIIRS,h,2,291.78,35.31,D,0
48.02046,36.6941,367,0.43,0.38,31/10/2021,1033,N20,VIIRS,h,2,292.66,11.22,D,0
48.22354,38.24072,367,0.39,0.59,06/11/2021,2234,N20,VIIRS,h,2,278.59,8.03,N,2
47.86019,33.44412,367,0.33,0.55,10/11/2021,2259,N20,VIIRS,h,2,272.65,4.98,N,2
48.5323,34.6406,367,0.35,0.57,11/11/2021,40,N20,VIIRS,h,2,272.11,9.16,N,3
47.63091,34.32595,367,0.36,0.58,11/11/2021,40,N20,VIIRS,h,2,274.61,7.07,N,2
47.63161,34.32426,367,0.36,0.58,11/11/2021,40,N20,VIIRS,h,2,272.11,7.01,N,2
47.86369,33.44866,367,0.33,0.55,11/11/2021,40,N20,VIIRS,h,2,274.95,6.36,N,2
47.09352,37.60087,367,0.35,0.57,11/11/2021,2241,N20,VIIRS,h,2,270.96,3.9,N,2
49.28716,38.15916,367,0.38,0.59,15/11/2021,911,N20,VIIRS,h,2,298.66,66.02,D,0
47.86773,33.42982,367,0.47,0.64,16/11/2021,2247,N20,VIIRS,h,2,272.78,11.91,N,2
47.63007,34.32474,367,0.57,0.69,26/11/2021,58,N20,VIIRS,h,2,273.54,16.47,N,2
47.62729,34.32184,367,0.57,0.69,26/11/2021,58,N20,VIIRS,h,2,272.59,14.71,N,2
47.08843,37.60515,367,0.32,0.55,28/11/2021,21,N20,VIIRS,h,2,282.39,9.64,N,2
46.4273,29.02452,367,0.35,0.56,11/02/2022,1141,N20,VIIRS,h,2,292.4,7.51,D,0
45.91568,28.98033,367,0.34,0.56,11/02/2022,1141,N20,VIIRS,h,2,293.45,35.33,D,0
45.91049,28.98092,367,0.34,0.56,11/02/2022,1141,N20,VIIRS,h,2,292.47,12.39,D,0
45.9149,28.97982,367,0.34,0.56,11/02/2022,1141,N20,VIIRS,h,2,312.76,69.78,D,0
45.38683,28.94909,367,0.34,0.56,11/02/2022,1141,N20,VIIRS,h,2,292.46,14.96,D,0
45.3467,28.77086,367,0.33,0.55,11/02/2022,1141,N20,VIIRS,h,2,290.67,8.26,D,0
48.53604,34.64536,367,0.54,0.68,14/02/2022,58,N20,VIIRS,h,2,270.48,9.2,N,3
48.53634,34.64279,367,0.54,0.68,14/02/2022,58,N20,VIIRS,h,2,270.42,9.41,N,3
48.16582,30.61539,367,0.38,0.59,14/02/2022,58,N20,VIIRS,h,2,270.76,4.71,N,2
47.09782,37.60392,367,0.36,0.57,15/02/2022,2240,N20,VIIRS,h,2,277.5,6.23,N,2
47.34306,30.24355,367,0.38,0.59,17/02/2022,949,N20,VIIRS,h,2,290.79,9.68,D,0
47.59133,29.74651,367,0.4,0.6,17/02/2022,949,N20,VIIRS,h,2,291.87,8.78,D,0
47.27513,34.52064,367,0.45,0.63,17/02/2022,1129,N20,VIIRS,h,2,298.95,83.38,D,0
45.42921,29.10885,367,0.49,0.65,21/02/2022,1154,N20,VIIRS,h,2,292.96,15.09,D,0
47.81935,29.47385,367,0.53,0.67,21/02/2022,1154,N20,VIIRS,h,2,290.9,31.35,D,0
47.56195,29.489,367,0.53,0.67,21/02/2022,1154,N20,VIIRS,h,2,291.27,14.14,D,0
47.56425,29.49044,367,0.53,0.67,21/02/2022,1154,N20,VIIRS,h,2,291.09,23.46,D,0
47.34461,30.11197,367,0.56,0.69,21/02/2022,1154,N20,VIIRS,h,2,293.59,27.88,D,0
47.34347,30.11288,367,0.56,0.69,21/02/2022,1154,N20,VIIRS,h,2,292.5,22.69,D,0
47.47957,30.76393,367,0.49,0.65,23/02/2022,936,N20,VIIRS,h,2,290.01,10.65,D,0
47.61921,30.06239,367,0.4,0.45,23/02/2022,1116,N20,VIIRS,h,2,291.75,14.97,D,0
49.50923,23.69872,367,0.4,0.37,11/03/2022,1118,N20,VIIRS,h,2,352.89,107.33,D,0
49.02961,38.3895,367,0.64,0.72,13/03/2022,52,N20,VIIRS,h,2,257.84,26.33,N,0
48.17695,23.58372,367,0.33,0.56,14/03/2022,1201,N20,VIIRS,h,2,291.52,22.09,D,0
48.67888,25.00646,367,0.39,0.6,14/03/2022,1201,N20,VIIRS,h,2,294.31,10.72,D,0
48.82887,25.03857,367,0.4,0.6,14/03/2022,1202,N20,VIIRS,h,2,290.08,8.42,D,0
49.1659,24.25585,367,0.37,0.58,14/03/2022,1202,N20,VIIRS,h,2,290.03,13.52,D,0
49.16335,24.25417,367,0.37,0.58,14/03/2022,1202,N20,VIIRS,h,2,290.76,6.54,D,0
49.36548,23.58746,367,0.34,0.56,14/03/2022,1202,N20,VIIRS,h,2,293.49,5.7,D,0
49.5274,23.57539,367,0.34,0.56,14/03/2022,1202,N20,VIIRS,h,2,291.8,6.93,D,0
49.55965,23.59682,367,0.34,0.56,14/03/2022,1202,N20,VIIRS,h,2,290.46,6.42,D,0
49.63602,24.58366,367,0.38,0.59,14/03/2022,1202,N20,VIIRS,h,2,295.46,19.1,D,0
49.70506,23.68604,367,0.35,0.57,14/03/2022,1202,N20,VIIRS,h,2,291.95,8.14,D,0
50.50169,26.83252,367,0.49,0.65,14/03/2022,1202,N20,VIIRS,h,2,291.54,27.24,D,0
50.62646,30.42017,367,0.7,0.75,14/03/2022,1202,N20,VIIRS,h,2,292.92,47.55,D,0
46.32809,29.18695,367,0.33,0.55,15/03/2022,1001,N20,VIIRS,h,2,291.15,10.89,D,0
49.59813,23.05986,367,0.47,0.64,15/03/2022,1003,N20,VIIRS,h,2,296.32,64.58,D,0
49.32211,23.87023,367,0.45,0.63,15/03/2022,1003,N20,VIIRS,h,2,290.44,8.55,D,0
49.76901,23.01498,367,0.47,0.64,15/03/2022,1003,N20,VIIRS,h,2,290.58,13.49,D,0
49.76811,23.01441,367,0.47,0.64,15/03/2022,1003,N20,VIIRS,h,2,290.24,14.6,D,0
46.68434,32.49057,367,0.52,0.66,15/03/2022,1142,N20,VIIRS,h,2,290.98,7.6,D,0
46.6722,32.51145,367,0.52,0.67,15/03/2022,1142,N20,VIIRS,h,2,291.7,31.51,D,0
45.42313,29.08164,367,0.35,0.56,15/03/2022,1142,N20,VIIRS,h,2,293.18,6.94,D,0
48.04923,29.59531,367,0.38,0.59,15/03/2022,1142,N20,VIIRS,h,2,300.64,29.3,D,0
47.46512,29.61591,367,0.38,0.59,15/03/2022,1142,N20,VIIRS,h,2,294.62,10.43,D,0
47.45985,29.62136,367,0.38,0.59,15/03/2022,1142,N20,VIIRS,h,2,298.69,8.06,D,0
49.67048,23.50675,367,0.42,0.45,15/03/2022,1143,N20,VIIRS,h,2,293.78,10.31,D,0
49.65376,23.72623,367,0.43,0.46,15/03/2022,1143,N20,VIIRS,h,2,290.54,6.87,D,0
49.94834,28.66796,367,0.36,0.57,15/03/2022,1143,N20,VIIRS,h,2,291.76,6.42,D,0
49.70292,28.41009,367,0.35,0.56,15/03/2022,1143,N20,VIIRS,h,2,292.33,10.7,D,0
49.37959,23.27413,367,0.41,0.45,15/03/2022,1143,N20,VIIRS,h,2,293.39,7.56,D,0
49.09357,29.2056,367,0.37,0.58,15/03/2022,1143,N20,VIIRS,h,2,290.31,13.47,D,0
50.59415,30.16905,367,0.42,0.61,15/03/2022,1143,N20,VIIRS,h,2,299.49,21.54,D,0
51.45495,27.52255,367,0.33,0.55,15/03/2022,1143,N20,VIIRS,h,2,292.52,13.35,D,0
50.91475,29.47175,367,0.39,0.6,15/03/2022,1143,N20,VIIRS,h,2,290.15,6.96,D,0
47.76032,31.08582,367,0.4,0.6,16/03/2022,943,N20,VIIRS,h,2,291.6,10.73,D,0
47.76539,31.08248,367,0.4,0.6,16/03/2022,943,N20,VIIRS,h,2,301.33,101.83,D,0
47.40686,31.77289,367,0.38,0.59,16/03/2022,943,N20,VIIRS,h,2,292.26,9.51,D,0
47.40934,31.76991,367,0.38,0.59,16/03/2022,943,N20,VIIRS,h,2,290.01,10.47,D,0
50.52255,29.80136,367,0.37,0.58,16/03/2022,944,N20,VIIRS,h,2,299.12,30.54,D,0
47.91798,32.06922,367,0.6,0.53,16/03/2022,1123,N20,VIIRS,h,2,290.51,17.86,D,0
48.43767,22.92389,367,0.62,0.71,18/03/2022,1227,N20,VIIRS,h,2,291.01,29.63,D,0
49.28362,32.00307,367,0.4,0.37,19/03/2022,1027,N20,VIIRS,h,2,333.75,175.5,D,0
48.39012,28.24066,367,0.52,0.42,19/03/2022,1027,N20,VIIRS,h,2,290.98,19.08,D,0
49.69252,24.25728,367,0.44,0.62,19/03/2022,1208,N20,VIIRS,h,2,290.95,5.41,D,0
48.50558,25.76265,367,0.5,0.66,19/03/2022,1208,N20,VIIRS,h,2,293.5,30.15,D,0
48.50763,22.78192,367,0.37,0.58,19/03/2022,1208,N20,VIIRS,h,2,290.27,12.66,D,0
48.51315,22.78572,367,0.37,0.58,19/03/2022,1208,N20,VIIRS,h,2,292.5,8.85,D,0
48.51053,22.78443,367,0.37,0.58,19/03/2022,1208,N20,VIIRS,h,2,294.35,9.86,D,0
48.59729,25.22881,367,0.48,0.64,19/03/2022,1208,N20,VIIRS,h,2,291.26,7.75,D,0
48.65202,22.75849,367,0.37,0.58,19/03/2022,1208,N20,VIIRS,h,2,290.42,11.26,D,0
48.73932,28.00201,367,0.64,0.72,19/03/2022,1208,N20,VIIRS,h,2,291.59,18.46,D,0
49.28183,26.8121,367,0.57,0.69,19/03/2022,1208,N20,VIIRS,h,2,290.96,23.6,D,0
49.42846,24.38366,367,0.44,0.62,19/03/2022,1208,N20,VIIRS,h,2,292.13,27.56,D,0
49.50735,25.04013,367,0.47,0.64,19/03/2022,1208,N20,VIIRS,h,2,290.19,10.66,D,0
46.52941,32.43943,367,0.62,0.71,19/03/2022,2241,N20,VIIRS,h,2,270.12,13.95,N,0
50.55984,24.50821,367,0.33,0.55,20/03/2022,1009,N20,VIIRS,h,2,291.99,6.83,D,0
50.56118,24.50926,367,0.33,0.55,20/03/2022,1009,N20,VIIRS,h,2,291.5,8.29,D,0
51.03007,29.45741,367,0.41,0.45,20/03/2022,1009,N20,VIIRS,h,2,291.55,7.18,D,0
49.61304,27.71909,367,0.38,0.59,20/03/2022,1149,N20,VIIRS,h,2,291.27,8.94,D,0
49.6185,27.71899,367,0.38,0.59,20/03/2022,1149,N20,VIIRS,h,2,295.62,18.74,D,0
50.58332,30.15089,367,0.49,0.65,20/03/2022,1149,N20,VIIRS,h,2,291.96,16.93,D,0
50.74968,26.59205,367,0.34,0.56,20/03/2022,1149,N20,VIIRS,h,2,293.8,11.25,D,0
50.34774,28.59504,367,0.42,0.61,20/03/2022,1149,N20,VIIRS,h,2,294.95,30.58,D,0
50.56631,30.97931,367,0.54,0.68,20/03/2022,1149,N20,VIIRS,h,2,290.98,45.01,D,0
51.32487,25.83866,367,0.32,0.55,20/03/2022,1150,N20,VIIRS,h,2,292.08,13.24,D,0
51.69933,31.7559,367,0.59,0.7,20/03/2022,1150,N20,VIIRS,h,2,299.15,101.85,D,0
51.96751,33.23518,367,0.68,0.74,20/03/2022,1150,N20,VIIRS,h,2,292.04,33,D,0
51.02307,29.45459,367,0.46,0.64,20/03/2022,1150,N20,VIIRS,h,2,291.92,12.81,D,0
46.65313,32.48841,367,0.32,0.54,21/03/2022,949,N20,VIIRS,h,2,295,5.7,D,0
47.91152,34.29073,367,0.49,0.49,21/03/2022,949,N20,VIIRS,h,2,294.17,11.18,D,0
47.91572,34.28839,367,0.49,0.49,21/03/2022,949,N20,VIIRS,h,2,294.02,12.95,D,0
47.36642,29.96354,367,0.39,0.59,21/03/2022,949,N20,VIIRS,h,2,294.25,6.9,D,0
47.41843,29.91006,367,0.39,0.59,21/03/2022,949,N20,VIIRS,h,2,309.1,63.87,D,0
47.47038,29.88262,367,0.39,0.59,21/03/2022,949,N20,VIIRS,h,2,297.79,11.64,D,0
47.98233,30.16208,367,0.37,0.58,21/03/2022,949,N20,VIIRS,h,2,292.21,7.14,D,0
47.81733,29.50678,367,0.4,0.6,21/03/2022,949,N20,VIIRS,h,2,293.72,22.86,D,0
48.36808,30.94041,367,0.33,0.55,21/03/2022,949,N20,VIIRS,h,2,290.63,14.84,D,0
48.36216,30.93915,367,0.33,0.55,21/03/2022,949,N20,VIIRS,h,2,297.9,28.05,D,0
47.11367,31.50644,367,0.34,0.56,21/03/2022,949,N20,VIIRS,h,2,295.02,7.65,D,0
47.14955,31.71303,367,0.33,0.56,21/03/2022,949,N20,VIIRS,h,2,296.55,6.6,D,0
47.07758,31.49821,367,0.34,0.56,21/03/2022,949,N20,VIIRS,h,2,291.88,10.82,D,0
47.07396,31.50527,367,0.34,0.56,21/03/2022,949,N20,VIIRS,h,2,293.44,10.82,D,0
50.22163,28.26097,367,0.37,0.58,21/03/2022,950,N20,VIIRS,h,2,298.73,12.64,D,0
49.03247,23.86854,367,0.61,0.71,21/03/2022,950,N20,VIIRS,h,2,291.99,18.42,D,0
50.91536,29.33746,367,0.32,0.55,21/03/2022,950,N20,VIIRS,h,2,290.52,7.92,D,0
51.20613,29.36232,367,0.63,0.54,21/03/2022,950,N20,VIIRS,h,2,298.04,105.56,D,0
49.52362,23.65967,367,0.6,0.71,21/03/2022,950,N20,VIIRS,h,2,291.69,13.1,D,0
51.00171,27.93534,367,0.36,0.58,21/03/2022,950,N20,VIIRS,h,2,296.97,41.06,D,0
51.53045,27.49502,367,0.36,0.57,21/03/2022,950,N20,VIIRS,h,2,291.51,10.83,D,0
50.1074,32.84654,367,0.49,0.49,21/03/2022,950,N20,VIIRS,h,2,290.85,43.55,D,0
49.46839,26.7433,367,0.46,0.63,21/03/2022,950,N20,VIIRS,h,2,292.15,15.78,D,0
46.24357,33.7461,367,0.41,0.61,21/03/2022,1129,N20,VIIRS,h,2,295.1,7.48,D,0
46.31855,34.36135,367,0.44,0.63,21/03/2022,1129,N20,VIIRS,h,2,293.58,5.93,D,0
46.81039,32.30626,367,0.36,0.57,21/03/2022,1129,N20,VIIRS,h,2,296.49,7.2,D,0
47.05861,36.23196,367,0.55,0.68,21/03/2022,1129,N20,VIIRS,h,2,291.24,70.31,D,0
47.05664,36.23312,367,0.55,0.68,21/03/2022,1129,N20,VIIRS,h,2,294.04,107.99,D,0
47.08005,31.48997,367,0.33,0.55,21/03/2022,1129,N20,VIIRS,h,2,290.42,5.4,D,0
47.08537,31.49399,367,0.33,0.55,21/03/2022,1129,N20,VIIRS,h,2,294.18,5.4,D,0
47.08516,31.48955,367,0.33,0.55,21/03/2022,1129,N20,VIIRS,h,2,294.31,5.4,D,0
47.09517,31.4842,367,0.33,0.55,21/03/2022,1129,N20,VIIRS,h,2,293.07,2.94,D,0
47.1113,31.49987,367,0.33,0.55,21/03/2022,1129,N20,VIIRS,h,2,295.01,6.54,D,0
47.23713,32.21068,367,0.36,0.57,21/03/2022,1129,N20,VIIRS,h,2,293.24,7.1,D,0
47.07474,31.48596,367,0.33,0.55,21/03/2022,1129,N20,VIIRS,h,2,293.85,11.59,D,0
46.13445,33.42765,367,0.4,0.6,21/03/2022,1129,N20,VIIRS,h,2,295.55,6.71,D,0
46.15524,32.94423,367,0.38,0.59,21/03/2022,1129,N20,VIIRS,h,2,295.12,9.1,D,0
48.52138,31.89159,367,0.35,0.57,21/03/2022,1130,N20,VIIRS,h,2,294.5,8.34,D,0
48.40442,36.28675,367,0.56,0.69,21/03/2022,1130,N20,VIIRS,h,2,291.76,10.77,D,0
48.30095,35.65696,367,0.52,0.67,21/03/2022,1130,N20,VIIRS,h,2,294.08,10.46,D,0
48.30309,35.65862,367,0.52,0.67,21/03/2022,1130,N20,VIIRS,h,2,293.05,7.76,D,0
48.06666,32.52497,367,0.37,0.58,21/03/2022,1130,N20,VIIRS,h,2,293.62,7.28,D,0
47.9492,34.78482,367,0.48,0.64,21/03/2022,1130,N20,VIIRS,h,2,290.29,21.83,D,0
47.89983,36.82215,367,0.59,0.7,21/03/2022,1130,N20,VIIRS,h,2,290.15,6.53,D,0
50.40244,30.05515,367,0.6,0.53,21/03/2022,1130,N20,VIIRS,h,2,295.81,18.59,D,0
50.54717,31.19658,367,0.34,0.56,21/03/2022,1130,N20,VIIRS,h,2,299.69,19.74,D,0
50.55235,31.19607,367,0.34,0.56,21/03/2022,1130,N20,VIIRS,h,2,291.85,19.74,D,0
50.63218,29.65563,367,0.58,0.52,21/03/2022,1130,N20,VIIRS,h,2,291.93,13.3,D,0
50.73537,31.45251,367,0.35,0.57,21/03/2022,1130,N20,VIIRS,h,2,290.81,4.97,D,0
50.73484,31.44924,367,0.35,0.57,21/03/2022,1130,N20,VIIRS,h,2,291.94,5.12,D,0
49.83225,30.83389,367,0.32,0.55,21/03/2022,1130,N20,VIIRS,h,2,290.73,9.77,D,0
49.82699,30.82997,367,0.32,0.55,21/03/2022,1130,N20,VIIRS,h,2,292.56,8.44,D,0
49.82719,30.83442,367,0.32,0.55,21/03/2022,1130,N20,VIIRS,h,2,294.34,9.77,D,0
47.59321,34.66668,367,0.47,0.64,21/03/2022,1130,N20,VIIRS,h,2,291.54,8.14,D,0
47.71915,37.69657,367,0.65,0.73,21/03/2022,1130,N20,VIIRS,h,2,290.8,24.06,D,0
47.60847,30.52761,367,0.6,0.53,21/03/2022,1130,N20,VIIRS,h,2,299.83,23.27,D,0
47.78975,37.45249,367,0.63,0.72,21/03/2022,1130,N20,VIIRS,h,2,298.05,33.83,D,0
47.79644,37.45294,367,0.63,0.72,21/03/2022,1130,N20,VIIRS,h,2,292.77,11.97,D,0
47.82265,37.61042,367,0.64,0.72,21/03/2022,1130,N20,VIIRS,h,2,290.98,15.06,D,0
47.79262,37.45521,367,0.63,0.72,21/03/2022,1130,N20,VIIRS,h,2,294.94,15.95,D,0
47.81351,37.35217,367,0.63,0.72,21/03/2022,1130,N20,VIIRS,h,2,293.04,13.08,D,0
47.81808,37.61267,367,0.64,0.72,21/03/2022,1130,N20,VIIRS,h,2,292.08,26.32,D,0
47.84526,37.58768,367,0.64,0.72,21/03/2022,1130,N20,VIIRS,h,2,291.63,12.4,D,0
51.33608,31.53009,367,0.35,0.57,21/03/2022,1131,N20,VIIRS,h,2,293.01,7.72,D,0
51.36055,31.62201,367,0.36,0.57,21/03/2022,1131,N20,VIIRS,h,2,291.06,6.43,D,0
51.36018,31.61156,367,0.36,0.57,21/03/2022,1131,N20,VIIRS,h,2,295.17,8.33,D,0
50.83901,30.86149,367,0.33,0.55,21/03/2022,1131,N20,VIIRS,h,2,291.22,6.28,D,0
50.89507,32.00623,367,0.37,0.58,21/03/2022,1131,N20,VIIRS,h,2,292.86,5.69,D,0
50.90127,32.03261,367,0.37,0.58,21/03/2022,1131,N20,VIIRS,h,2,292.23,7.62,D,0
51.2902,32.97601,367,0.41,0.61,21/03/2022,1131,N20,VIIRS,h,2,290.54,4.9,D,0
51.63638,31.42578,367,0.35,0.57,21/03/2022,1131,N20,VIIRS,h,2,297.22,8.66,D,0
49.1413,39.28309,367,0.57,0.52,23/03/2022,1052,N20,VIIRS,h,2,338.69,170.07,D,0
51.322,29.02512,367,0.4,0.37,23/03/2022,1053,N20,VIIRS,h,2,327.39,129.25,D,0
48.59101,35.83453,367,0.78,0.78,24/03/2022,853,N20,VIIRS,h,2,303.61,165.12,D,0
48.58481,35.8401,367,0.78,0.78,24/03/2022,853,N20,VIIRS,h,2,290.33,27.51,D,0
48.03698,37.59113,367,0.7,0.75,24/03/2022,853,N20,VIIRS,h,2,300.8,110.6,D,0
48.21949,38.08378,367,0.66,0.73,24/03/2022,853,N20,VIIRS,h,2,292.13,16.88,D,0
48.02465,37.5794,367,0.7,0.75,24/03/2022,853,N20,VIIRS,h,2,303.7,66.91,D,0
48.03093,37.59618,367,0.7,0.75,24/03/2022,853,N20,VIIRS,h,2,291.64,37.17,D,0
48.01861,37.58447,367,0.7,0.75,24/03/2022,853,N20,VIIRS,h,2,294.31,66.91,D,0
47.98726,37.52221,367,0.71,0.75,24/03/2022,853,N20,VIIRS,h,2,293.01,19.17,D,0
48.03107,37.58047,367,0.7,0.75,24/03/2022,853,N20,VIIRS,h,2,293.37,150.03,D,0
48.02504,37.58559,367,0.7,0.75,24/03/2022,853,N20,VIIRS,h,2,290.32,150.03,D,0
47.85235,37.46526,367,0.72,0.76,24/03/2022,853,N20,VIIRS,h,2,291.86,26.78,D,0
47.33476,37.85802,367,0.45,0.39,24/03/2022,1033,N20,VIIRS,h,2,296.34,12.65,D,0
47.19805,30.39294,367,0.42,0.38,24/03/2022,1033,N20,VIIRS,h,2,343.61,61.54,D,0
47.42056,30.01177,367,0.42,0.38,24/03/2022,1033,N20,VIIRS,h,2,332.48,130.91,D,0
48.12377,23.14454,367,0.45,0.63,24/03/2022,1214,N20,VIIRS,h,2,295.49,8.41,D,0
48.12677,23.38469,367,0.46,0.64,24/03/2022,1214,N20,VIIRS,h,2,293.29,6.67,D,0
48.38095,25.01536,367,0.55,0.68,24/03/2022,1214,N20,VIIRS,h,2,291.62,12.68,D,0
48.35715,22.98409,367,0.44,0.63,24/03/2022,1214,N20,VIIRS,h,2,295.37,9.93,D,0
48.49366,22.20011,367,0.41,0.6,24/03/2022,1214,N20,VIIRS,h,2,295.76,7.2,D,0
48.51513,22.78796,367,0.44,0.62,24/03/2022,1214,N20,VIIRS,h,2,297.44,5.32,D,0
48.51542,22.78543,367,0.44,0.62,24/03/2022,1214,N20,VIIRS,h,2,297.13,12.4,D,0
48.62561,23.05902,367,0.45,0.63,24/03/2022,1214,N20,VIIRS,h,2,290.14,12.39,D,0
48.62551,23.05437,367,0.45,0.63,24/03/2022,1214,N20,VIIRS,h,2,295.46,14.37,D,0
48.62476,23.05883,367,0.45,0.63,24/03/2022,1214,N20,VIIRS,h,2,290.33,10.12,D,0
48.62468,23.0541,367,0.45,0.63,24/03/2022,1214,N20,VIIRS,h,2,295.04,10.12,D,0
48.72773,22.48746,367,0.42,0.61,24/03/2022,1214,N20,VIIRS,h,2,296.12,12.58,D,0
48.96098,24.04708,367,0.5,0.66,24/03/2022,1214,N20,VIIRS,h,2,293.13,11.46,D,0
48.94844,26.42806,367,0.64,0.72,24/03/2022,1214,N20,VIIRS,h,2,293.83,17.73,D,0
48.96098,24.04553,367,0.5,0.66,24/03/2022,1214,N20,VIIRS,h,2,293.2,14.61,D,0
49.20618,24.13668,367,0.51,0.66,24/03/2022,1214,N20,VIIRS,h,2,290.7,5.78,D,0
49.24181,25.37082,367,0.58,0.69,24/03/2022,1214,N20,VIIRS,h,2,290.17,10.53,D,0
49.25643,24.25849,367,0.51,0.66,24/03/2022,1214,N20,VIIRS,h,2,290.92,13.47,D,0
49.42187,23.69792,367,0.48,0.65,24/03/2022,1214,N20,VIIRS,h,2,290.56,20.23,D,0
49.48876,23.36079,367,0.47,0.64,24/03/2022,1214,N20,VIIRS,h,2,290.24,6.85,D,0
49.49192,23.36072,367,0.47,0.64,24/03/2022,1215,N20,VIIRS,h,2,291.54,9.21,D,0
49.51308,24.36976,367,0.52,0.67,24/03/2022,1215,N20,VIIRS,h,2,291.53,12.67,D,0
49.52002,23.70391,367,0.49,0.65,24/03/2022,1215,N20,VIIRS,h,2,292.03,13.48,D,0
49.57312,23.24105,367,0.46,0.64,24/03/2022,1215,N20,VIIRS,h,2,292.72,11.44,D,0
49.5795,23.26727,367,0.46,0.64,24/03/2022,1215,N20,VIIRS,h,2,293.17,14.32,D,0
49.57649,23.23875,367,0.46,0.64,24/03/2022,1215,N20,VIIRS,h,2,295.6,13,D,0
49.58276,23.26507,367,0.46,0.64,24/03/2022,1215,N20,VIIRS,h,2,293.15,14.64,D,0
49.94343,23.32542,367,0.47,0.64,24/03/2022,1215,N20,VIIRS,h,2,292.7,20.07,D,0
48.06802,37.41183,367,0.38,0.36,25/03/2022,1014,N20,VIIRS,h,2,293.31,13.49,D,0
49.39541,39.82494,367,0.4,0.37,25/03/2022,1014,N20,VIIRS,h,2,297.24,10.78,D,0
47.86206,37.62866,367,0.38,0.36,25/03/2022,1014,N20,VIIRS,h,2,301.45,14.4,D,0
47.9921,23.76902,367,0.37,0.58,25/03/2022,1015,N20,VIIRS,h,2,291.68,7.27,D,0
49.60562,23.51307,367,0.34,0.56,25/03/2022,1015,N20,VIIRS,h,2,292.63,6.76,D,0
49.10933,23.92954,367,0.33,0.56,25/03/2022,1015,N20,VIIRS,h,2,291.64,5.53,D,0
49.55681,23.5529,367,0.34,0.56,25/03/2022,1015,N20,VIIRS,h,2,290.21,12.47,D,0
49.55481,23.55205,367,0.34,0.56,25/03/2022,1015,N20,VIIRS,h,2,290,13.92,D,0
49.21122,23.85912,367,0.33,0.56,25/03/2022,1015,N20,VIIRS,h,2,290.72,8.16,D,0
49.2159,23.85587,367,0.33,0.56,25/03/2022,1015,N20,VIIRS,h,2,305.03,11.28,D,0
49.33299,24.14929,367,0.32,0.55,25/03/2022,1015,N20,VIIRS,h,2,293.13,6.25,D,0
49.31346,30.76113,367,0.62,0.71,25/03/2022,1155,N20,VIIRS,h,2,290.03,13.6,D,0
49.26867,26.88612,367,0.41,0.61,25/03/2022,1155,N20,VIIRS,h,2,291.65,14.64,D,0
49.31632,30.76118,367,0.61,0.71,25/03/2022,1155,N20,VIIRS,h,2,292.1,17.89,D,0
51.89812,25.21017,367,0.36,0.57,25/03/2022,1156,N20,VIIRS,h,2,291.29,9.84,D,0
49.6426,26.61328,367,0.4,0.6,25/03/2022,1156,N20,VIIRS,h,2,293.44,9.36,D,0
49.57558,24.5052,367,0.32,0.55,25/03/2022,1156,N20,VIIRS,h,2,290.46,6.83,D,0
49.55698,23.55325,367,0.58,0.52,25/03/2022,1156,N20,VIIRS,h,2,292.08,16.88,D,0
46.57415,30.00321,367,0.35,0.57,26/03/2022,955,N20,VIIRS,h,2,298.25,7.91,D,0
48.15983,37.92657,367,0.46,0.39,26/03/2022,955,N20,VIIRS,h,2,295.74,5.17,D,0
48.40057,22.57034,367,0.63,0.72,26/03/2022,956,N20,VIIRS,h,2,292.39,12.8,D,0
49.76268,26.76324,367,0.38,0.59,26/03/2022,956,N20,VIIRS,h,2,291.03,11.67,D,0
48.37124,22.59397,367,0.63,0.72,26/03/2022,956,N20,VIIRS,h,2,295.93,22.52,D,0
